ID	Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	HPMR.Ligand	HPMR.Receptor	PMID.Manual	Pair.Source	Pair.Evidence
2207	SHANK1_BAI2	SHANK1	SH3 and multiple ankyrin repeat domains 1	BAI2	brain-specific angiogenesis inhibitor 2	NA	NA	NA	HPRD	NA	NA	SHANK1	BAI2	NA	novel	literature supported
2208	SHANK1_LPHN1	SHANK1	SH3 and multiple ankyrin repeat domains 1	LPHN1	latrophilin 1	NA	HPMR	NA	HPRD	NA	NA	SHANK1	LPHN1	NA	known	literature supported
2209	SHANK1_LPHN2	SHANK1	SH3 and multiple ankyrin repeat domains 1	LPHN2	latrophilin 2	NA	NA	NA	HPRD	NA	NA	SHANK1	LPHN2	NA	novel	literature supported
2210	SHANK1_SSTR2	SHANK1	SH3 and multiple ankyrin repeat domains 1	SSTR2	somatostatin receptor 2	NA	NA	NA	HPRD	STRING.binding	STRING.experiment	SHANK1	SSTR2	NA	novel	literature supported
2211	SHBG_CD177	SHBG	sex hormone-binding globulin	CD177	CD177 molecule	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
2212	SHBG_CLDN4	SHBG	sex hormone-binding globulin	CLDN4	claudin 4	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
2213	SHBG_SLC37A1	SHBG	sex hormone-binding globulin	SLC37A1	solute carrier family 37 (glucose-6-phosphate transporter), member 1	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
2214	SHH_BOC	SHH	sonic hedgehog	BOC	BOC cell adhesion associated, oncogene regulated	NA	HPMR	NA	NA	STRING.binding	NA	SHH	BOC	NA	known	literature supported
2215	SHH_CDON	SHH	sonic hedgehog	CDON	cell adhesion associated, oncogene regulated	NA	HPMR	NA	NA	STRING.binding	NA	SHH	CDON	NA	known	literature supported
2216	SHH_GPC5	SHH	sonic hedgehog	GPC5	glypican 5	NA	NA	NA	NA	STRING.binding	NA	SHH	NA	21339334	novel	literature supported
2217	SHH_HHIP	SHH	sonic hedgehog	HHIP	hedgehog interacting protein	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	SHH	HHIP	NA	known	literature supported
2218	SHH_LRP2	SHH	sonic hedgehog	LRP2	low density lipoprotein receptor-related protein 2	NA	NA	NA	NA	STRING.binding	NA	SHH	LRP2	22340494	novel	literature supported
2219	SHH_PTCH1	SHH	sonic hedgehog	PTCH1	patched 1	NA	HPMR	NA	HPRD	STRING.binding	NA	SHH	PTCH	NA	known	literature supported
2220	SHH_PTCH2	SHH	sonic hedgehog	PTCH2	patched 2	NA	NA	NA	HPRD	STRING.binding	NA	SHH	PTCH2	NA	novel	literature supported
2221	SHH_SMO	SHH	sonic hedgehog	SMO	smoothened, frizzled class receptor	NA	HPMR	NA	NA	STRING.binding	NA	SHH	SMO	NA	known	literature supported
2222	SLIT1_GPC1	SLIT1	slit homolog 1 (Drosophila)	GPC1	glypican 1	NA	HPMR	NA	HPRD	NA	NA	SLIT1	GPC1	NA	known	literature supported
2223	SLIT1_ROBO1	SLIT1	slit homolog 1 (Drosophila)	ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila)	NA	HPMR	NA	HPRD	NA	NA	SLIT1	ROBO1	NA	known	literature supported
2224	SLIT1_SDC1	SLIT1	slit homolog 1 (Drosophila)	SDC1	syndecan 1	NA	HPMR	NA	NA	NA	NA	SLIT1	SDC1	NA	known	literature supported
2225	SLIT2_DCC	SLIT2	slit homolog 2 (Drosophila)	DCC	deleted in colorectal carcinoma	NA	NA	NA	NA	STRING.binding	NA	SLIT2	DCC	NA	novel	putative
2226	SLIT2_GPC1	SLIT2	slit homolog 2 (Drosophila)	GPC1	glypican 1	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	SLIT2	GPC1	NA	known	literature supported
2227	SLIT2_ROBO1	SLIT2	slit homolog 2 (Drosophila)	ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila)	NA	HPMR	NA	HPRD	NA	NA	SLIT2	ROBO1	NA	known	literature supported
2228	SLIT2_ROBO2	SLIT2	slit homolog 2 (Drosophila)	ROBO2	roundabout, axon guidance receptor, homolog 2 (Drosophila)	NA	HPMR	NA	HPRD	NA	NA	SLIT2	ROBO2	NA	known	literature supported
2229	SLIT2_ROBO4	SLIT2	slit homolog 2 (Drosophila)	ROBO4	roundabout, axon guidance receptor, homolog 4 (Drosophila)	NA	HPMR	NA	NA	NA	NA	SLIT2	ROBO4	NA	known	literature supported
2230	SLIT2_SDC1	SLIT2	slit homolog 2 (Drosophila)	SDC1	syndecan 1	NA	HPMR	NA	NA	NA	NA	SLIT2	SDC1	NA	known	literature supported
2231	SLIT3_ROBO2	SLIT3	slit homolog 3 (Drosophila)	ROBO2	roundabout, axon guidance receptor, homolog 2 (Drosophila)	NA	NA	NA	HPRD	NA	NA	SLIT3	ROBO2	NA	novel	literature supported
2232	SLPI_CD4	SLPI	secretory leukocyte peptidase inhibitor	CD4	CD4 molecule	NA	NA	NA	NA	STRING.binding	NA	NA	NA	NA	novel	putative
2233	SORBS1_INSR	SORBS1	sorbin and SH3 domain containing 1	INSR	insulin receptor	NA	NA	NA	HPRD	NA	NA	SORBS1	INSR	NA	novel	literature supported
2234	SORBS1_ITGA1	SORBS1	sorbin and SH3 domain containing 1	ITGA1	integrin, alpha 1	NA	NA	NA	NA	STRING.binding	NA	SORBS1	ITGA1	NA	novel	putative
2235	SORBS1_ITGB5	SORBS1	sorbin and SH3 domain containing 1	ITGB5	integrin, beta 5	NA	NA	NA	NA	STRING.binding	NA	SORBS1	ITGB5	NA	novel	putative
2236	SOST_LRP5	SOST	sclerostin	LRP5	low density lipoprotein receptor-related protein 5	NA	HPMR	NA	NA	STRING.binding	NA	SOST	LRP5	NA	known	literature supported
2237	SOST_LRP6	SOST	sclerostin	LRP6	low density lipoprotein receptor-related protein 6	NA	HPMR	NA	NA	NA	NA	SOST	LRP6	NA	known	literature supported
2238	SPINK1_EGFR	SPINK1	serine peptidase inhibitor, Kazal type 1	EGFR	epidermal growth factor receptor	NA	NA	NA	NA	STRING.binding	NA	NA	EGFR	21368222	novel	literature supported
2239	SPINK1_NRSN1	SPINK1	serine peptidase inhibitor, Kazal type 1	NRSN1	neurensin 1	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
2240	SPINT1_ST14	SPINT1	serine peptidase inhibitor, Kunitz type 1	ST14	suppression of tumorigenicity 14 (colon carcinoma)	NA	NA	NA	HPRD	STRING.binding	NA	NA	NA	NA	novel	literature supported
2241	SPON2_ITGAM	SPON2	spondin 2, extracellular matrix protein	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	NA	NA	NA	NA	STRING.binding	NA	NA	ITGAM	NA	novel	putative
2242	SPON2_ITGB2	SPON2	spondin 2, extracellular matrix protein	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	NA	NA	NA	NA	STRING.binding	NA	NA	ITGB2	NA	novel	putative
2243	SPP1_CD44	SPP1	secreted phosphoprotein 1	CD44	CD44 molecule (Indian blood group)	NA	HPMR	NA	HPRD	STRING.binding	NA	SPP1	CD44	NA	known	literature supported
2244	SPP1_ITGA4	SPP1	secreted phosphoprotein 1	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	NA	NA	NA	NA	NA	NA	NA	NA	19417209	novel	literature supported
2245	SPP1_ITGA5	SPP1	secreted phosphoprotein 1	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	NA	NA	NA	HPRD	NA	NA	SPP1	ITGA5	NA	novel	literature supported
2246	SPP1_ITGA9	SPP1	secreted phosphoprotein 1	ITGA9	integrin, alpha 9	NA	NA	NA	HPRD	NA	NA	SPP1	ITGA9	NA	novel	literature supported
2247	SPP1_ITGAV	SPP1	secreted phosphoprotein 1	ITGAV	integrin, alpha V	NA	HPMR	NA	HPRD	NA	NA	SPP1	ITGAV	NA	known	literature supported
2248	SPP1_ITGB1	SPP1	secreted phosphoprotein 1	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	HPRD	NA	NA	SPP1	ITGB1	NA	novel	literature supported
2249	SPP1_S1PR1	SPP1	secreted phosphoprotein 1	S1PR1	sphingosine-1-phosphate receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	9488656	novel	literature supported
2250	SST_SSTR1	SST	somatostatin	SSTR1	somatostatin receptor 1	NA	HPMR	IUPHAR	HPRD	STRING.binding	NA	SST	SSTR1	NA	known	literature supported
2251	SST_SSTR2	SST	somatostatin	SSTR2	somatostatin receptor 2	NA	HPMR	IUPHAR	HPRD	STRING.binding	NA	SST	SSTR2	NA	known	literature supported
2252	SST_SSTR3	SST	somatostatin	SSTR3	somatostatin receptor 3	NA	HPMR	IUPHAR	HPRD	STRING.binding	NA	SST	SSTR3	NA	known	literature supported
2253	SST_SSTR4	SST	somatostatin	SSTR4	somatostatin receptor 4	NA	HPMR	IUPHAR	HPRD	STRING.binding	NA	SST	SSTR4	NA	known	literature supported
2254	SST_SSTR5	SST	somatostatin	SSTR5	somatostatin receptor 5	NA	HPMR	IUPHAR	HPRD	STRING.binding	NA	SST	SSTR5	NA	known	literature supported
2255	SYTL3_NRXN1	SYTL3	synaptotagmin-like 3	NRXN1	neurexin 1	NA	NA	NA	HPRD	NA	NA	NA	NRXN1	NA	novel	literature supported
2256	TAC1_TACR1	TAC1	tachykinin, precursor 1	TACR1	tachykinin receptor 1	NA	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	TAC1	TACR1	NA	known	literature supported
2257	TAC1_TACR2	TAC1	tachykinin, precursor 1	TACR2	tachykinin receptor 2	NA	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	TAC1	TACR2	NA	known	literature supported
2258	TAC1_TACR3	TAC1	tachykinin, precursor 1	TACR3	tachykinin receptor 3	NA	HPMR	IUPHAR	HPRD	NA	STRING.experiment	TAC1	TACR3	NA	known	literature supported
2259	TAC3_TACR1	TAC3	tachykinin 3	TACR1	tachykinin receptor 1	NA	HPMR	IUPHAR	HPRD	NA	NA	TAC3	TACR1	NA	known	literature supported
2260	TAC3_TACR2	TAC3	tachykinin 3	TACR2	tachykinin receptor 2	NA	HPMR	IUPHAR	HPRD	NA	STRING.experiment	TAC3	TACR2	NA	known	literature supported
2261	TAC3_TACR3	TAC3	tachykinin 3	TACR3	tachykinin receptor 3	NA	HPMR	IUPHAR	HPRD	STRING.binding	NA	TAC3	TACR3	NA	known	literature supported
2262	TAC4_TACR1	TAC4	tachykinin 4 (hemokinin)	TACR1	tachykinin receptor 1	NA	HPMR	NA	HPRD	NA	NA	TAC4	TACR1	NA	known	literature supported
2263	TAC4_TACR2	TAC4	tachykinin 4 (hemokinin)	TACR2	tachykinin receptor 2	NA	NA	NA	HPRD	NA	NA	TAC4	TACR2	NA	novel	literature supported
2264	TAC4_TACR3	TAC4	tachykinin 4 (hemokinin)	TACR3	tachykinin receptor 3	NA	HPMR	NA	HPRD	NA	NA	TAC4	TACR3	NA	known	literature supported
2265	TCN2_CNR1	TCN2	transcobalamin II	CNR1	cannabinoid receptor 1 (brain)	NA	NA	NA	NA	STRING.binding	NA	NA	CNR1	NA	novel	putative
2266	TCN2_LRP2	TCN2	transcobalamin II	LRP2	low density lipoprotein receptor-related protein 2	NA	NA	NA	NA	STRING.binding	NA	NA	LRP2	NA	novel	putative
2267	TCTN1_TMEM67	TCTN1	tectonic family member 1	TMEM67	transmembrane protein 67	NA	NA	NA	NA	NA	NA	NA	NA	21725307	novel	literature supported
2268	TDGF1_ACVR1B	TDGF1	teratocarcinoma-derived growth factor 1	ACVR1B	activin A receptor, type IB	NA	NA	NA	HPRD	STRING.binding	NA	TDGF1	ACVR1B	NA	novel	literature supported
2269	TDGF1_ACVR1C	TDGF1	teratocarcinoma-derived growth factor 1	ACVR1C	activin A receptor, type IC	NA	NA	NA	HPRD	STRING.binding	NA	TDGF1	ACVR1C	NA	novel	literature supported
2270	TDGF1_ACVR2A	TDGF1	teratocarcinoma-derived growth factor 1	ACVR2A	activin A receptor, type IIA	NA	HPMR	NA	NA	STRING.binding	NA	TDGF1	ACVR2A	NA	known	literature supported
2271	TDGF1_ACVR2B	TDGF1	teratocarcinoma-derived growth factor 1	ACVR2B	activin A receptor, type IIB	NA	NA	NA	NA	STRING.binding	NA	TDGF1	ACVR2B	NA	novel	putative
2272	TDGF1_GPC1	TDGF1	teratocarcinoma-derived growth factor 1	GPC1	glypican 1	NA	NA	NA	NA	STRING.binding	NA	TDGF1	GPC1	NA	novel	putative
2273	TFPI_F3	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	F3	coagulation factor III (thromboplastin, tissue factor)	NA	NA	NA	NA	STRING.binding	NA	TFPI	F3	NA	novel	putative
2274	TFPI_LRP1	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	LRP1	low density lipoprotein receptor-related protein 1	NA	HPMR	NA	NA	NA	NA	TFPI	LRP1	NA	known	literature supported
2275	TFPI_SDC4	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	SDC4	syndecan 4	NA	NA	NA	NA	STRING.binding	NA	TFPI	SDC4	NA	novel	putative
2276	TFPI_VLDLR	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	VLDLR	very low density lipoprotein receptor	NA	HPMR	NA	NA	NA	NA	TFPI	VLDLR	NA	known	literature supported
2277	TF_GPR162	TF	transferrin	GPR162	G protein-coupled receptor 162	NA	NA	NA	NA	STRING.binding	NA	TF	NA	NA	novel	putative
2278	TF_TFR2	TF	transferrin	TFR2	transferrin receptor 2	NA	NA	NA	HPRD	STRING.binding	NA	TF	TFR2	NA	novel	literature supported
2279	TF_TFRC	TF	transferrin	TFRC	transferrin receptor	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	TF	TFRC	NA	known	literature supported
2280	TGFA_EGFR	TGFA	transforming growth factor, alpha	EGFR	epidermal growth factor receptor	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	TGFA	EGFR	NA	known	literature supported
2281	TGFA_ERBB2	TGFA	transforming growth factor, alpha	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	NA	NA	NA	HPRD	STRING.binding	NA	TGFA	ERBB2	NA	novel	literature supported
2282	TGFA_ERBB3	TGFA	transforming growth factor, alpha	ERBB3	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3	NA	NA	NA	NA	STRING.binding	NA	TGFA	ERBB3	NA	novel	putative
2283	TGFA_ERBB4	TGFA	transforming growth factor, alpha	ERBB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	NA	NA	NA	HPRD	NA	STRING.experiment	TGFA	ERBB4	NA	novel	literature supported
2284	TGFB1_ACVRL1	TGFB1	transforming growth factor, beta 1	ACVRL1	activin A receptor type II-like 1	NA	HPMR	NA	HPRD	NA	NA	TGFB1	ACVRL1	NA	known	literature supported
2285	TGFB1_CAV1	TGFB1	transforming growth factor, beta 1	CAV1	caveolin 1, caveolae protein, 22kDa	NA	NA	NA	NA	STRING.binding	NA	TGFB1	NA	NA	novel	putative
2286	TGFB1_CD109	TGFB1	transforming growth factor, beta 1	CD109	CD109 molecule	NA	NA	NA	NA	STRING.binding	NA	TGFB1	NA	NA	novel	putative
2287	TGFB1_CXCR4	TGFB1	transforming growth factor, beta 1	CXCR4	chemokine (C-X-C motif) receptor 4	NA	NA	NA	NA	STRING.binding	NA	TGFB1	CXCR4	NA	novel	putative
2288	TGFB1_ENG	TGFB1	transforming growth factor, beta 1	ENG	endoglin	NA	NA	NA	HPRD	STRING.binding	STRING.experiment	TGFB1	ENG	NA	novel	literature supported
2289	TGFB1_ITGAV	TGFB1	transforming growth factor, beta 1	ITGAV	integrin, alpha V	NA	NA	NA	HPRD	NA	NA	TGFB1	ITGAV	NA	novel	literature supported
2290	TGFB1_ITGB6	TGFB1	transforming growth factor, beta 1	ITGB6	integrin, beta 6	NA	NA	NA	HPRD	NA	NA	TGFB1	ITGB6	NA	novel	literature supported
2291	TGFB1_ITGB8	TGFB1	transforming growth factor, beta 1	ITGB8	integrin, beta 8	NA	NA	NA	HPRD	NA	NA	TGFB1	ITGB8	NA	novel	literature supported
2292	TGFB1_SDC2	TGFB1	transforming growth factor, beta 1	SDC2	syndecan 2	NA	NA	NA	HPRD	STRING.binding	NA	TGFB1	SDC2	NA	novel	literature supported
2293	TGFB1_TGFBR1	TGFB1	transforming growth factor, beta 1	TGFBR1	transforming growth factor, beta receptor 1	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	TGFB1	TGFBR1	NA	known	literature supported
2294	TGFB1_TGFBR2	TGFB1	transforming growth factor, beta 1	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	TGFB1	TGFBR2	NA	known	literature supported
2295	TGFB1_TGFBR3	TGFB1	transforming growth factor, beta 1	TGFBR3	transforming growth factor, beta receptor III	DLRP	NA	NA	HPRD	STRING.binding	STRING.experiment	TGFB1	TGFBR3	NA	known	literature supported
2296	TGFB2_ACVR1	TGFB2	transforming growth factor, beta 2	ACVR1	activin A receptor, type I	NA	NA	NA	NA	STRING.binding	NA	TGFB2	ACVR1	NA	novel	putative
2297	TGFB2_ENG	TGFB2	transforming growth factor, beta 2	ENG	endoglin	NA	NA	NA	HPRD	NA	NA	TGFB2	ENG	NA	novel	literature supported
2298	TGFB2_TGFBR1	TGFB2	transforming growth factor, beta 2	TGFBR1	transforming growth factor, beta receptor 1	DLRP	HPMR	NA	HPRD	NA	STRING.experiment	TGFB2	TGFBR1	NA	known	literature supported
2299	TGFB2_TGFBR2	TGFB2	transforming growth factor, beta 2	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	TGFB2	TGFBR2	NA	known	literature supported
2300	TGFB2_TGFBR3	TGFB2	transforming growth factor, beta 2	TGFBR3	transforming growth factor, beta receptor III	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	TGFB2	TGFBR3	NA	known	literature supported
2301	TGFB3_ACVRL1	TGFB3	transforming growth factor, beta 3	ACVRL1	activin A receptor type II-like 1	NA	HPMR	NA	HPRD	NA	NA	TGFB3	ACVRL1	NA	known	literature supported
2302	TGFB3_ENG	TGFB3	transforming growth factor, beta 3	ENG	endoglin	NA	NA	NA	HPRD	NA	NA	TGFB3	ENG	NA	novel	literature supported
2303	TGFB3_TGFBR1	TGFB3	transforming growth factor, beta 3	TGFBR1	transforming growth factor, beta receptor 1	DLRP	NA	NA	HPRD	STRING.binding	STRING.experiment	TGFB3	TGFBR1	NA	known	literature supported
2304	TGFB3_TGFBR2	TGFB3	transforming growth factor, beta 3	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	TGFB3	TGFBR2	NA	known	literature supported
2305	TGFB3_TGFBR3	TGFB3	transforming growth factor, beta 3	TGFBR3	transforming growth factor, beta receptor III	DLRP	NA	NA	HPRD	NA	STRING.experiment	TGFB3	TGFBR3	NA	known	literature supported
2306	TGM2_GPR56	TGM2	transglutaminase 2	GPR56	G protein-coupled receptor 56	NA	HPMR	NA	NA	NA	NA	TGM2	GPR56	NA	known	literature supported
2307	TGM2_ITGA4	TGM2	transglutaminase 2	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	NA	NA	NA	NA	STRING.binding	NA	TGM2	ITGA4	NA	novel	putative
2308	TGM2_ITGA9	TGM2	transglutaminase 2	ITGA9	integrin, alpha 9	NA	NA	NA	NA	STRING.binding	NA	TGM2	ITGA9	NA	novel	putative
2309	TGM2_ITGB1	TGM2	transglutaminase 2	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	HPRD	STRING.binding	NA	TGM2	ITGB1	NA	novel	literature supported
2310	TGM2_ITGB3	TGM2	transglutaminase 2	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	NA	NA	NA	HPRD	NA	NA	TGM2	ITGB3	NA	novel	literature supported
2311	TGM2_SDC4	TGM2	transglutaminase 2	SDC4	syndecan 4	NA	NA	NA	NA	STRING.binding	NA	TGM2	SDC4	23499501	novel	literature supported
2312	TGM2_TBXA2R	TGM2	transglutaminase 2	TBXA2R	thromboxane A2 receptor	NA	NA	NA	NA	STRING.binding	NA	TGM2	TBXA2R	NA	novel	putative
2313	TG_ASGR1	TG	thyroglobulin	ASGR1	asialoglycoprotein receptor 1	NA	NA	NA	HPRD	NA	NA	TG	ASGR1	NA	novel	literature supported
2314	TG_LRP2	TG	thyroglobulin	LRP2	low density lipoprotein receptor-related protein 2	NA	NA	NA	HPRD	NA	NA	TG	LRP2	NA	novel	literature supported
2315	THBS1_CD36	THBS1	thrombospondin 1	CD36	CD36 molecule (thrombospondin receptor)	NA	HPMR	NA	HPRD	STRING.binding	NA	THBS1	CD36	NA	known	literature supported
2316	THBS1_CD47	THBS1	thrombospondin 1	CD47	CD47 molecule	NA	HPMR	NA	HPRD	STRING.binding	NA	THBS1	CD47	NA	known	literature supported
2317	THBS1_ITGA2B	THBS1	thrombospondin 1	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	NA	NA	NA	NA	STRING.binding	NA	THBS1	ITGA2B	2478219	novel	literature supported
2318	THBS1_ITGA3	THBS1	thrombospondin 1	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	NA	NA	NA	NA	STRING.binding	NA	THBS1	ITGA3	10196234	novel	literature supported
2319	THBS1_ITGA4	THBS1	thrombospondin 1	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	NA	NA	NA	NA	STRING.binding	NA	THBS1	ITGA4	14699013	novel	literature supported
2320	THBS1_ITGA6	THBS1	thrombospondin 1	ITGA6	integrin, alpha 6	NA	NA	NA	NA	STRING.binding	NA	THBS1	ITGA6	12909644	novel	literature supported
2321	THBS1_ITGB1	THBS1	thrombospondin 1	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	NA	STRING.binding	NA	THBS1	ITGB1	15292271	novel	literature supported
2322	THBS1_ITGB3	THBS1	thrombospondin 1	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	NA	NA	NA	HPRD	NA	NA	THBS1	ITGB3	NA	novel	literature supported
2323	THBS1_LRP1	THBS1	thrombospondin 1	LRP1	low density lipoprotein receptor-related protein 1	NA	NA	NA	HPRD	STRING.binding	STRING.experiment	THBS1	LRP1	NA	novel	literature supported
2324	THBS1_LRP5	THBS1	thrombospondin 1	LRP5	low density lipoprotein receptor-related protein 5	NA	NA	NA	HPRD	NA	NA	THBS1	LRP5	NA	novel	literature supported
2325	THBS1_SCARB1	THBS1	thrombospondin 1	SCARB1	scavenger receptor class B, member 1	NA	NA	NA	NA	STRING.binding	NA	THBS1	SCARB1	NA	novel	putative
2326	THBS1_SDC1	THBS1	thrombospondin 1	SDC1	syndecan 1	NA	HPMR	NA	NA	NA	NA	THBS1	SDC1	NA	known	literature supported
2327	THBS1_SDC4	THBS1	thrombospondin 1	SDC4	syndecan 4	NA	NA	NA	NA	STRING.binding	NA	THBS1	SDC4	NA	novel	putative
2328	THBS1_TNFRSF11B	THBS1	thrombospondin 1	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	NA	NA	NA	HPRD	NA	NA	THBS1	TNFRSF11B	NA	novel	literature supported
2329	THBS2_CD47	THBS2	thrombospondin 2	CD47	CD47 molecule	NA	HPMR	NA	NA	NA	NA	THBS2	CD47	NA	known	literature supported
2330	THBS2_ITGA4	THBS2	thrombospondin 2	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	NA	NA	NA	NA	STRING.binding	NA	THBS2	ITGA4	14699013	novel	literature supported
2331	THBS2_ITGA6	THBS2	thrombospondin 2	ITGA6	integrin, alpha 6	NA	NA	NA	NA	STRING.binding	NA	THBS2	ITGA6	12909644	novel	literature supported
2332	THBS2_ITGB1	THBS2	thrombospondin 2	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	NA	STRING.binding	NA	THBS2	ITGB1	15292271	novel	literature supported
2333	THBS2_NOTCH3	THBS2	thrombospondin 2	NOTCH3	notch 3	NA	NA	NA	NA	STRING.binding	NA	THBS2	NOTCH3	19147503	novel	literature supported
2334	THBS2_NOTCH4	THBS2	thrombospondin 2	NOTCH4	notch 4	NA	NA	NA	NA	STRING.binding	NA	THBS2	NOTCH4	NA	novel	putative
2335	THPO_MPL	THPO	thrombopoietin	MPL	myeloproliferative leukemia virus oncogene	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	THPO	MPL	NA	known	literature supported
2336	THPO_SIRPB1	THPO	thrombopoietin	SIRPB1	signal-regulatory protein beta 1	NA	NA	NA	NA	STRING.binding	STRING.experiment	THPO	NA	NA	novel	putative
2337	TIMP1_CD63	TIMP1	TIMP metallopeptidase inhibitor 1	CD63	CD63 molecule	NA	NA	NA	HPRD	STRING.binding	NA	NA	CD63	NA	novel	literature supported
2338	TIMP2_ITGA3	TIMP2	TIMP metallopeptidase inhibitor 2	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	NA	NA	NA	HPRD	NA	NA	NA	ITGA3	NA	novel	literature supported
2339	TIMP2_ITGB1	TIMP2	TIMP metallopeptidase inhibitor 2	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	HPRD	NA	NA	NA	ITGB1	NA	novel	literature supported
2340	TIMP3_AGTR2	TIMP3	TIMP metallopeptidase inhibitor 3	AGTR2	angiotensin II receptor, type 2	NA	NA	NA	NA	STRING.binding	NA	NA	AGTR2	18344519	novel	literature supported
2341	TIMP3_KDR	TIMP3	TIMP metallopeptidase inhibitor 3	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	NA	NA	NA	HPRD	NA	NA	NA	KDR	NA	novel	literature supported
2342	TNC_CNTN1	TNC	tenascin C	CNTN1	contactin 1	NA	NA	NA	HPRD	NA	NA	NA	CNTN1	NA	novel	literature supported
2343	TNC_EGFR	TNC	tenascin C	EGFR	epidermal growth factor receptor	NA	NA	NA	HPRD	STRING.binding	NA	NA	EGFR	NA	novel	literature supported
2344	TNC_ITGA2	TNC	tenascin C	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	NA	NA	NA	NA	STRING.binding	NA	NA	ITGA2	NA	novel	putative
2345	TNC_ITGA5	TNC	tenascin C	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	NA	NA	NA	HPRD	NA	NA	NA	ITGA5	NA	novel	literature supported
2346	TNC_ITGA7	TNC	tenascin C	ITGA7	integrin, alpha 7	NA	NA	NA	NA	STRING.binding	NA	NA	ITGA7	14715956	novel	literature supported
2347	TNC_ITGA8	TNC	tenascin C	ITGA8	integrin, alpha 8	NA	NA	NA	NA	STRING.binding	NA	NA	ITGA8	NA	novel	putative
