"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"184","Chylomicron-mediated lipid transport",0.00094803053059884,0.0196584664192232,0.477270815362862,0.503825865918754,2.3722545577397,17,"APOA5;APOB;LDLR;P4HB;APOC2;MTTP;SDC1;APOA4;APOA1;APOE;LDLRAP1;APOA2;APOC3;LPL;HSPG2;SAR1B"
"185","leukocyte adhesion to vascular endothelial cell (GO:0061756)",0.000248354604182293,0.0203089974710359,0.49849310876659,0.636096588849577,2.57639382103261,11,"VCAM1;SELPLG;SELL;ITGB7;SPN;ITGA4;ITGB1"
"186","leukocyte tethering or rolling (GO:0050901)",0.000248354604182293,0.0203089974710359,0.49849310876659,0.636096588849577,2.57639382103261,11,"VCAM1;SELPLG;SELL;ITGB7;SPN;ITGA4;ITGB1"
"187","positive regulation of leukocyte migration (GO:0002687)",0.000239240934292754,0.0203089974710359,0.518848077743792,0.578471776471011,2.52374558752837,14,"CXCL9;CXCL2;ICAM1;THY1;XCL1;VEGFA;F7;MIA3;PLVAP;ADAM17;TNF;TNFRSF18;LGALS3"
"188","regulation of lipid biosynthetic process (GO:0046890)",0.000248354604182293,0.0203089974710359,0.49849310876659,0.46050287248214,2.34076526780193,24,"APOA5;C3;HSD17B13;MLXIPL;APOA4;APOA1;ADIPOR1;APOE;CEACAM1;FITM2;PRKAA2;CREB1;PRKAB2;PDK4;ADIPOR2;SORBS1;CREBL2;MTOR;PRKAG2;AKT1"
"189","Lipid digestion, mobilization, and transport",0.00104006956604479,0.0212715597548612,0.45505986738723,0.36790691153325,2.09110702344413,34,"APOA5;APOB;ALB;LDLR;P4HB;FABP4;APOC2;MTTP;SDC1;APOA4;APOA1;ABCA1;LCAT;APOE;BMP1;LDLRAP1"
"190","cell migration involved in sprouting angiogenesis (GO:0002042)",0.000275695666483964,0.0218402660792766,0.49849310876659,0.669792788387542,2.63272389602284,10,"NRP1;KDR;NR4A1;EFNB2;VEGFA;EPHB4;GPLD1"
"191","regulation of T cell migration (GO:2000404)",0.000275695666483964,0.0218402660792766,0.49849310876659,0.632272348887899,2.56090443093034,11,"CCL5;CCR6;PYCARD;SPN;RIPOR2;DOCK8;APP"
"192","axon guidance (GO:0007411)",0.000280252516753494,0.0218596963067726,0.49849310876659,0.303172315012856,2.04602619793507,75,"NRP1;EFNB2;PLXND1;FYN;DOK2;CXCR4;PLXNA2;VEGFA;PLXNC1;EZR;SEMA6A;EVL;EFNB1;PIK3CD;SPTBN1;SH3KBP1;CYFIP2;PTK2;EFNA1;RPS6KA5;SPTAN1;IRS2;PTPRA;SPTBN2;CREB1;PIK3CA;PRKCQ;ALCAM;VASP;PTPRO;KIF5B;NFIB;PTPRM;USP33;PLXNB2;GAB1;ROBO1;PLCG1;SHANK3;RELN;GAB2;GRB10;SOS1;PTPN11;KRAS;PIK3CB;SIAH2;PDLIM7;SCN1B;PIK3R1;PLXNA4;FRS2;GPC1;RYK"
"193","Collagen formation Homo sapiens R-HSA-1474290",0.000544955479545218,0.0227216159665937,0.477270815362862,0.422719857389688,2.21012945040381,29,"CTSS;COL4A4;COL18A1;COL4A2;CTSB;P4HB;SERPINH1;CTSL;COL13A1;PLEC;MMP9;DST;COL4A1;CD151;BMP1;COLGALT1"
"194","Primary immunodeficiency",0.00116892456426477,0.0235838428979366,0.45505986738723,0.395743959746103,2.14003366992168,28,"CD3D;CD79A;PTPRC;CD3E;LCK;CIITA;IL7R;IL2RG;ADA;ICOS;CD40LG;CD19"
"195","Bile acid and bile salt metabolism",0.00118733244766263,0.0236358312581375,0.45505986738723,0.476614356793739,2.2678926727458,18,"ALB;SLC10A1;CYP8B1;ABCB11;SLC27A5;CYP39A1;SLC27A2;CYP7B1;ABCC3"
"196","Nitrogen metabolism",0.00127937194546974,0.0248065235660561,0.45505986738723,0.599104780767929,2.31446225470649,9,"GLUL;GLS;CPS1;HAL;GLS2;ASNS"
"197","Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling",0.00127937194546974,0.0248065235660561,0.45505986738723,0.41208693034386,2.18832121233097,26,"FGA;FN1;PLG;ITGB2;VTN;FGG;FGB;EGFR;GPLD1;LRP1;ITGB1;MMP9"
"198","Myometrial relaxation and contraction pathways",0.00129777985959004,0.0248408375688196,0.45505986738723,0.242888869055932,1.72883797108146,102,"IGFBP5;GPR182;FOS;SLC8A1;RGS1;ACTG1;RAMP2;CNN2;CAMK2B;ATP2A2;PKIB;ADCY3;ATP2A3;RGS2;RAMP1;GNG2;RGS14;RGS5;ADCY7;JUN;GNG11;ADCY9;PDE4B;PRKCB;ARRB1;PRKCE;ATF2;RGS19;ARRB2;NFKB1;GNAQ;RGS3;GRK6;IL1B;ITPR2;RAMP3;CREB1;GNB4;PRKCQ;ITPR1;IGFBP2"
"199","Semaphorin interactions Homo sapiens R-HSA-373755",0.000673177567682334,0.0262611998730804,0.477270815362862,0.347117584940362,2.06895188220975,48,"TYROBP;NRP1;RAC2;PTPRC;ITGA1;ERBB2;PLXND1;FYN;RHOB;PLXNA2;PLXNC1;SEMA6A;ITGB1;MYH9;MET;CD72;SEMA4A;TLN1;FARP2;DPYSL2;ROCK2;RHOC"
"200","VEGF binds to VEGFR leading to receptor dimerization Homo sapiens R-HSA-195399",0.000682336305829537,0.0262611998730804,0.477270815362862,0.784786788018803,2.41642462343488,5,"KDR;FLT4;FLT1;VEGFA"
"201","VEGF ligand-receptor interactions Homo sapiens R-HSA-194313",0.000682336305829537,0.0262611998730804,0.477270815362862,0.784786788018803,2.41642462343488,5,"KDR;FLT4;FLT1;VEGFA"
"202","Initial triggering of complement Homo sapiens R-HSA-166663",0.000700653787589093,0.0262920333792807,0.477270815362862,0.544280928616806,2.39514465703303,15,"IGKC;IGLC2;IGLC3;C4B;C3;IGLC1;CRP;CFB;MASP1;MASP2;C1QB;MBL2"
"203","Inflammatory response pathway",0.0014082274302396,0.0266137158651611,0.45505986738723,0.4734665289867,2.29738224547497,19,"FN1;CD28;LCK;VTN;IL2RB;IL2;IL2RG;CD40LG;IFNG"
"204","Beta-1 integrin cell surface interactions",0.00144504331610459,0.026968120886802,0.45505986738723,0.367999930971405,2.10466982791248,35,"FGA;FN1;VTN;ITGA1;VCAM1;COL4A4;COL18A1;SPP1;VEGFA;FGG;FGB;ITGA4;ITGB1;ITGA9"
"205","Folate metabolism",0.00148185921466055,0.027313775401089,0.45505986738723,0.323095688300162,1.95869787385777,46,"PLG;APOB;ALB;CSF1;LDLR;ICAM1;IL2;INSR;CRP;APOA1;F2;IFNG;SLC46A1;ABCA1;F7;NFKB1"
"206","G alpha (s) signalling events Homo sapiens R-HSA-418555",0.000746447520739011,0.0273272616738843,0.477270815362862,0.360481457044985,2.06009421716823,40,"CALCRL;RAMP2;ADCY3;GNGT2;VIPR1;RAMP1;GNG2;PDE2A;ADCY7;GNG11;GCGR;GNAI2;ADCY9;PDE7A;PDE4B;ARRB1;ARRB2;GRK6"
"207","cellular response to cytokine stimulus (GO:0071345)",0.000362276041084901,0.027829386792431,0.49849310876659,0.202842999177881,1.66949077471464,258,"CCL5;CXCL2;PTPN18;FOS;IL6ST;VIM;FN1;CCR7;KIT;BCL2;EGR1;ITGB2;VCAM1;IL18R1;TCF7;IFNGR1;FYN;SELPLG;IL2RB;HSP90B1;CSF1;FLRT2;ITGAX;PTAFR;CXCR4;ICAM1;PODNL1;STAT4;CCR2;XCL1;GATA3;VEGFA;TNFSF11;ZFP36L2;JAK1;PYCARD;LEF1;IL2;CCND1;CCR5;IL2RG;RIPOR2;CSF2RB;PIM1;PIK3CD;PDE2A;CISH;SDC1;ITGB1;DOCK8;SOCS1;STAT1;SOCS2;CASP1;DCN;ARHGEF2;VAV1;MMP9;CSF3R;CDKN1A;IFIT1;LRRC3;SBNO2;LIFR;PTPN7;IL1RAP;SMPD4;JAK3;GBP6;PDE12;NFKB1;PID1;IL1R1;SOCS4;CEBPD;MYC;NFE2L2;STX3;PTPN9;CRKL;IL1B;SOCS6;IRAK2;S1PR1;HIF1A;SIGIRR;RC3H1;PIK3CA;STAT5A;CNTFR;IFNAR2;CD86;MCL1;PTPN2;IL16;IL13RA2;HCLS1;GAS6;PTPN6;LCN2;IKBKB;POU2F1;RBMX;TPR;STX1A;UPF1;SOCS3;BRCA1;SIRT1;JAK2;DAPK1;TNF;CRLF2;RAPGEF1;IL3RA;PTPN12;ZEB1;GAB2;LRCH1;CD36;FOXO1;SOS1;PTPN11;CCL4;SOCS5;STAT2;TNFRSF1A;TXLNA;MAOA;PIK3CB;CLCF1;SHPK;GSK3A;FER;BATF;PIK3R1;BIRC5;HYAL1;HMOX1;TBK1;USP10;TYK2;TNFRSF21;TGFB1;CBL;GSK3B;DHX9;LAMA5;ANXA1;AKT1;IL18BP;PNPT1;MAPK8;RIPK1;RTN4RL1;FOXC1;CSF2RA;NPR2;IL10RA;XBP1;PTPN4;TEC;UBE2G2;CCR1;BGN;RHOU;CXCL10;SMAD3;IL18"
"208","HDL-mediated lipid transport",0.00155549104624117,0.0279800979763623,0.45505986738723,0.56270025591752,2.33827337319736,11,"ALB;APOC2;APOA1;ABCA1;LCAT;APOE;BMP1;ABCG1;SCARB1;APOC3"
"209","Intestinal immune network for IgA production",0.00153708308429541,0.0279800979763623,0.45505986738723,0.425852368407072,2.17796078901064,23,"CD28;CCR9;CXCR4;ITGB7;PIGR;IL2;ITGA4;ICOS;CD40LG;MAP3K14;IL15RA;TNFRSF17"
"210","Class A/1 (Rhodopsin-like receptors) Homo sapiens R-HSA-373076",0.000801400046680862,0.0286405111920946,0.477270815362862,0.299691904802066,1.91991686871608,65,"CCL5;CXCL9;CXCL2;CXCR2;CXCR6;CCR7;KNG1;CCR9;C3;CXCR3;PTAFR;CXCR4;CCR6;QRFP;CCR2;XCL1;AGT;CCR5;PSAP;APP;F2;GPR18"
"211","myeloid leukocyte differentiation (GO:0002573)",0.000394174156878264,0.0293891614025411,0.49849310876659,0.397797816948363,2.16203055024378,31,"CCR7;KIT;CBFA2T3;GPR183;CSF1;FOXP1;VEGFA;TNFSF11;EPHA2;PIK3CD;TGFBR2;MYH9;MMP9;SBNO2;FARP2"
"212","regulation of protein kinase B signaling (GO:0051896)",0.00038961728125617,0.0293891614025411,0.49849310876659,0.277712219675912,1.96108351852618,94,"ENG;CCR7;KIT;CD28;LCK;ERBB2;FYN;GATA3;EGFR;EPHA2;INSR;PIK3CD;ITGB1;MTDH;DDIT3;ICOS;MET;DAG1;CD19;FLCN;VAV1;GCNT2;PIK3R5;F7;PTK2;TCF7L2;ERBB3;RICTOR;ARRB2;IRS2;HIP1;TGFBR1;PLEKHA1;PPP2R5B;RAMP3;PHLPP2;PIK3CA;CD86;PIK3AP1;MUL1;HCLS1;CPNE1;GAS6;MYDGF;SIRT1;GAB1;F10;PHLDA3;FGFR1;PTPN11;RRAS;RTN4;PHLPP1;PIK3CB;PDGFA;OSBPL8;HBEGF;PIK3R1;TEK;FRS2;TGFB1"
"213","RAGE receptor binding (GO:0050786)",0.000262025126322415,0.0294254216860072,0.49849310876659,0.801559038495948,2.60406607669482,6,"S100A9;S100A8;S100A4;HMGB2"
"214","actin binding (GO:0003779)",0.000252911442712927,0.0294254216860072,0.49849310876659,0.240900781709502,1.81938364345002,151,"TMSB4X;TMSB10;CORO1A;FXYD5;CCDC88A;CXCR4;LSP1;COTL1;LCP1;EZR;CCR5;FLNA;EGFR;TMOD1;SYNE2;RCSD1;MYO1F;MYO6;SYNE1;ITGB1;KIF18A;GSN;NEXN;MYH9;DAG1;PLS3;MYO10;SHROOM2;UTRN;ABLIM1;WIPF1;LRRK2;MYO1E;ARPC1B;ACTN4;IQGAP2;PTK2;PRKCE;CORO1C;ABL2;MACF1;BCL7B;MYO7A;ACTR3;HIP1;LIMA1;CEACAM1;SHTN1;MICAL1;MICAL3;PPP1R9B;PARVG;EMD;TLNRD1;FLNB;MAP1B;ABRACL;WAS;VPS16;MYO1D;DBNL;MYO9B;TRIOBP;ARPC4;HIP1R;SMTN;SSH2;COBL;MSRB2;BLOC1S6;TPM1;MYL4;BIN1;CORO1B;MYH10;CAP1"
"215","chemokine receptor activity (GO:0004950)",0.0002346841032123,0.0294254216860072,0.518848077743792,0.597439028646607,2.49493860803674,13,"CXCR2;CCR7;CCR9;CXCR3;CXCR4;CCR6;CCR2;CCR5"
"216","Axon guidance",0.00172116280837714,0.030231718504789,0.45505986738723,0.209619301476253,1.62951768735017,178,"TYROBP;NRP1;RAC2;PTPRC;ITGA1;EFNB2;ERBB2;NRP2;PLXND1;FYN;RHOB;COL4A4;CXCR4;COL4A2;PLXNA2;PLXNC1;EZR;MSN;ST8SIA4;SEMA6A;EVL;EGFR;NFATC1;EPHA2;EFNB1;EPHB4;SPTBN1;ITGB1;NTN4;DLG3;ITGA9;MYH9;MET;MYO10;GNAI2;ABLIM1;NFATC2;ITGA2B;CD72;COL4A1;RASA1;CSNK2A2;SEMA4A;PTK2;EFNA1;PRNP;RPS6KA5;TLN1;SPTAN1;ABL2;PTPRA;FARP2;RGS3;NFATC3;SPTBN2;SEMA4G"
"217","Recycling of bile acids and salts",0.00170275482641135,0.030231718504789,0.45505986738723,0.700634454734233,2.35883242920341,6,"ALB;SLC10A1;ABCB11;SLC27A5;ABCC3"
"218","HDMs demethylate histones Homo sapiens R-HSA-3214842",0.000883828910447924,0.0304630569150718,0.477270815362862,0.451230221055391,2.20260340659348,22,"KDM7A;KDM4B;KDM5C;KDM2A;KDM3A;KDM1A;KDM6B;KDM6A;ARID5B;KDM2B;KDM3B;KDM5A;KDM4C;KDM5D;PHF8;KDM5B;UTY;PHF2;KDM1B;HIST1H3A;KDM4A"
"219","Trafficking and processing of endosomal TLR Homo sapiens R-HSA-1679131",0.000892987677723624,0.0304630569150718,0.477270815362862,0.644310828874122,2.42131498327478,9,"CTSS;HSP90B1;CTSB;TLR3;LGMN;CTSL"
"220","EPHB-mediated forward signaling Homo sapiens R-HSA-3928662",0.000929622754817741,0.0310080834440318,0.477270815362862,0.396366035641055,2.12604866409821,32,"EFNB2;ACTG1;FYN;EFNB1;EPHB4;TIAM1;LYN;ITSN1;ARPC1B;RASA1;PTK2;ACTR3;KALRN;ROCK2"
"221","Nef-induced signal transduction",0.00181320274521356,0.0314780430070215,0.45505986738723,0.614129947926038,2.26907567043709,8,"LCK;FYN;DOCK2;CD247;ELMO1"
"222","Chylomicron-mediated lipid transport Homo sapiens R-HSA-174800",0.000966438317610918,0.0315353024942171,0.477270815362862,0.503825865918754,2.2959324698159,17,"APOA5;APOB;LDLR;P4HB;APOC2;MTTP;SDC1;APOA4;APOA1;APOE;LDLRAP1;APOA2;APOC3;LPL;HSPG2;SAR1B"
"223","Rap1 signaling pathway",0.00133459570078322,0.031619651987787,0.45505986738723,0.233343333953572,1.74458451234254,133,"KDR;RAC2;FLT4;FLT1;KIT;ITGB2;SKAP1;ACTG1;LCP2;APBB1IP;CSF1;VEGFA;ADCY3;ITGAL;LAT;RASGRP3;EGFR;EPHA2;ID1;RGS14;INSR;PIK3CD;TIAM1;CDH1;RAPGEF5;ITGB1;ADCY7;MET;GNAI2;PLCB2;PLCB1;ADCY9;ITGA2B;KRIT1;DOCK4;PRKCB;EFNA1;RAPGEF6;SIPA1L3;TLN1;F2R;GNAQ;FARP2"
"224","positive regulation of cellular protein catabolic process (GO:1903364)",0.000435186061668697,0.0319767149660912,0.49849310876659,0.536284471025609,2.38267908585621,15,"EZR;MSN;AMER1;APOE;CTSC;PTTG1IP;CD81;RNF128"
"225","T cell receptor signaling in naive CD4+ T cells",0.00190542407897015,0.0326988293092233,0.45505986738723,0.291984147620073,1.87628110535656,61,"CD3G;CD3D;PTPRC;FYB;CD3E;CD28;LCK;FYN;LCP2;GRAP2;LAT;FLNA;MAP4K1;ITK;CD247;VAV1;PRKCB;PRKCE;MALT1;MAP3K14;RASGRP1;PRKCQ;WAS;CD86;DBNL;RASSF5;PTPN6;IKBKB;PLCG1;ORAI1;GAB2;PDPK1;SLA2;SOS1;PTPN11;KRAS;NCK1"
"226","sprouting angiogenesis (GO:0002040)",0.000453413586919724,0.0328400983669,0.49849310876659,0.422197707543438,2.24948694719233,29,"NRP1;KDR;FLT4;CDH5;NR4A1;FLT1;EFNB2;RAMP2;VEGFA;LEF1;ACVRL1;EPHB4;GPLD1"
"227","ECM-receptor interaction",0.00161071494698483,0.0330733469114219,0.45505986738723,0.362546626070488,2.02872836519972,36,"FN1;VTN;ITGA1;CD44;COL4A4;COL4A2;SPP1;CD47;ITGB7;ITGA4;SDC1;ITGB1;ITGA9;DAG1;ITGA2B;COL4A1"
"228","Malaria",0.00159230697767204,0.0330733469114219,0.45505986738723,0.416862232317068,2.08044329473353,24,"KLRK1;ITGB2;VCAM1;ICAM1;ITGAL;LRP1;SDC1;CD40LG;MET;PECAM1;IFNG"
"229","MEF2D role in T cell apoptosis",0.0020164162653316,0.0330825218037371,0.431707695803346,0.382435754766624,2.11089972495874,30,"CD3G;CD3D;PTPRC;NR4A1;CD3E;LCK;FYN;CAMK2B;LAT;NFATC1;CD247;NFATC2;PRKCB"
"230","Selective expression of chemokine receptors during T-cell polarization",0.0020164162653316,0.0330825218037371,0.431707695803346,0.433657303353499,2.15879665617992,21,"CCR7;CD28;IL18R1;IFNGR1;CXCR3;CXCR4;IL2;CCR5;CD40LG;IFNG"
"231","Thromboxane A2 receptor signaling",0.00197941884935215,0.0330825218037371,0.431707695803346,0.322877240070408,1.93858491875157,44,"FGR;LCK;VCAM1;FYN;ICAM1;GNG2;EGFR;BLK;LYN;ARHGEF1;GNAI2;PLCB2;PIK3R5;PRKCB;PRKCE;ARRB2;GNAQ;GNA14;SYK;PRKCQ"
"232","Tob role in T-cell activation",0.00197941884935215,0.0330825218037371,0.431707695803346,0.481069496816624,2.26510662435266,17,"CD3G;CD3D;CD3E;CD28;IL2;TGFBR2;TGFBR3;IFNG;CD247;TGFBR1;TOB2;TOB1"
"233","immunoglobulin mediated immune response (GO:0016064)",0.000471686013033532,0.0332145567511112,0.49849310876659,0.878827993998764,2.57255941578214,4,"CD74;FCGR2B;FCER1G;CD27"
"234","positive regulation of chemotaxis (GO:0050921)",0.000471686013033532,0.0332145567511112,0.49849310876659,0.481833818280388,2.31997827946586,20,"TMSB4X;CXCL9;KDR;CXCL2;CCR2;XCL1;VEGFA;TUBB2B;MET;F7;RARRES2;STX3;P2RX4;ADAM17;PPM1F"
"235","pattern recognition receptor signaling pathway (GO:0002221)",0.00048084467974758,0.0333956510454826,0.49849310876659,0.389354724106177,2.18591863225051,35,"S100A9;S100A8;FGA;APOB;CTSS;HSP90B1;CTSB;TLR3;FGG;LGMN;FGB;CTSL;LY96"
"236","defense response to fungus (GO:0050832)",0.000490003351736254,0.0335718512608488,0.477270815362862,0.776114747732905,2.58485186140878,6,"S100A9;S100A8;RARRES2;HRG;FAM3A"
"237","regulation of microglial cell activation (GO:1903978)",0.000499162028709268,0.0337433531407465,0.477270815362862,0.917225555947759,2.43691838340125,3,"LDLR;STAP1;APP"
"238","Proepithelin conversion to epithelin and wound repair control",0.00209041115341923,0.033923737522336,0.431707695803346,0.8762774428365,2.3746408857177,3,"SLPI;GRN"
"239","Coagulation intrinsic pathway",0.00216440610994993,0.0347468636790886,0.431707695803346,0.582310467314833,2.32569959572869,10,"F8;KNG1;KLKB1;F12;SERPING1;F2"
"240","Alternative complement pathway",0.00223840112813716,0.0355524774926465,0.431707695803346,0.657384892517206,2.32031737783214,7,"C3;C6;CFB;C8A;C8G;C9"
"241","positive regulation of B cell proliferation (GO:0030890)",0.000535796781333576,0.0357432852810688,0.477270815362862,0.457715898607802,2.2703429902549,22,"CD74;PTPRC;MEF2C;BCL2;GPR183;IL2;SASH3;CD38;NFATC2;IRS2;CD81;NCKAP1L;TFRC;CD320;VAV3"
"242","transforming growth factor beta-activated receptor activity (GO:0005024)",0.00036683291271202,0.0374503055432362,0.49849310876659,0.830714916151809,2.56065988120327,5,"LTBP4;ACVRL1;TGFBR2;TGFBR3;TGFBR1"
"243","Chemokine signaling pathway",0.00246038649701664,0.0386669162110089,0.431707695803346,0.227572303840905,1.68703636977183,125,"CCL5;CXCL9;CXCL2;RAC2;CXCR2;FGR;CXCR6;CCR7;CCR9;CXCR3;CXCR4;CCR6;CCR2;XCL1;ADCY3;DOCK2;GNGT2;CCR5;GNG2;PIK3CD;TIAM1;NCF1;PREX1;ADCY7;GNG11;LYN;STAT1;ITK;GNAI2;PLCB2;VAV1;PLCB1;ADCY9;PIK3R5;PRKCB;ARRB1;PTK2;JAK3;ARRB2;NFKB1"
"244","FCERI mediated Ca+2 mobilization Homo sapiens R-HSA-2871809",0.00126096403591905,0.0391905569418384,0.45505986738723,0.388308978631678,2.08283180455159,32,"IGKC;IGLC2;TXK;IGLC3;LCP2;GRAP2;IGLC1;LAT;NFATC1;LYN;ITK;VAV1;NFATC2;NFATC3;ITPR2;PPP3CA;SYK;ITPR1;VAV3;VAV2"
"245","GRB2:SOS provides linkage to MAPK signaling for Integrins Homo sapiens R-HSA-354194",0.00126096403591905,0.0391905569418384,0.45505986738723,0.538821882379953,2.27011685143899,13,"FGA;FN1;APBB1IP;FGG;FGB;ITGA2B;PTK2;TLN1"
"246","LDL-mediated lipid transport Homo sapiens R-HSA-171052",0.00127937194546974,0.0391905569418384,0.45505986738723,0.831965404642132,2.39770617049277,4,"APOB;LDLR;APOF;LDLRAP1"
"247","positive regulation of phosphorylation (GO:0042327)",0.000599907739098823,0.0395004186653381,0.477270815362862,0.240368303255725,1.80653063397613,132,"CCL5;CD74;NRP1;KDR;BMP2;FLT4;ENG;FLT1;KIT;ERBB2;C3;CCND2;DAB2;MLXIPL;VEGFA;CCND1;EGFR;MERTK;EPHA2;INSR;EPHB4;APP;F2;LYN;MET;RAD50;IFNG;GLMN;FLCN;MMP9;DSTYK;LRRK2;RARRES2;FAM129A;ARRB1;ACVR2A;PTK2;EFNA1;STK4;ERBB3;NCKAP1L;PRKAA2;RASGRP1;PFKFB3;IL1B;WDFY2;ROCK2;HIF1A;LMTK2;CAMKK2;FNIP1;ENTPD5;ADAM17;PLAUR;MAVS;FAS;GAS6;PRKAA1;MYDGF;SIRT1;TNF;KCTD20;PFKFB2;PFKFB4;NPTN;P2RY1;ILK;FGFR1;KRAS;FMR1;DDR1;BCL10;VAC14;AKTIP;PDE8A;TIE1;TEK;MTOR;DAXX;TGFB1;RB1CC1;RYK;AKT1;RALB;RIPK1;CCND3;PELI2;DVL3;ATG14"
"248","regulation of angiotensin levels in blood (GO:0002002)",0.000609066459329393,0.0395893198564106,0.477270815362862,0.765645688057198,2.54998463530723,6,"AGT;ATP6AP2;CTSZ;ECE1;KCTD11;ENPEP"
"249","positive regulation of cell migration (GO:0030335)",0.000618225182155339,0.0396759705509819,0.477270815362862,0.231902085557101,1.76090927102302,142,"CCL5;NRP1;KDR;BMP2;FGR;PTPRC;FN1;FLT1;VTN;CSF1;DAB2;HSPA5;CCR2;VEGFA;SEMA6A;MYADM;LEF1;EGFR;INSR;SYNE2;PIK3CD;TIAM1;BMPR2;ELP1;FERMT3;MYO1C;CARMIL2;IFNG;SUN2;ARHGEF2;MMP9;GCNT2;F7;NOTCH1;ACTN4;MIA3;SEMA4A;PTK2;PRKCE;CD151;F2R;GLIPR2;AGO2;TGFBR1;SEMA4G;SHTN1;DOCK5;NIPBL;IL1B;FGFR1OP;HIF1A;WASHC1;ADAM17;BCAR1;TRIM32;PPM1F;SNAI2;RREB1;GAB1;RUFY3;PLCG1;TNFRSF18;FAM89B;F10;SYDE1;APC;ARHGEF7;RTN4;PDGFA;SEMA3D;CDH13;CTSH;RAPGEF2;PODXL;CCAR1;PTK2B;HBEGF;FER;TCAF2;HYAL1;ELP3;MTOR;CAPN7;TGFB1;TRIP6;MMP14;CLASP2;ELP6;MYLK;XBP1;NUMB;CCR1;PDGFD;RIPOR1;HDAC6;SPAG9;IGF1R;CLASP1;DAB2IP;ENPP2;DOCK1;SEMA3F;ACVR1;SDCBP;ACVR1B;MAPRE1;HGF;CBLL1;CSF1R"
"250","Natural killer cell mediated cytotoxicity",0.00209041115341923,0.0402404147033202,0.431707695803346,0.270514639998786,1.80170762924104,75,"TYROBP;RAC2;KLRD1;KLRK1;NCR1;LCK;ITGB2;HCST;IFNGR1;FYN;LCP2;ICAM1;FCER1G;GZMB;ITGAL;LAT;CD48;KLRC2;NFATC1;PIK3CD;SH2D1A;IFNG;CD247;VAV1;NFATC2"
"251","Antigen processing and presentation",0.00257137933028072,0.0407387688261089,0.431707695803346,0.347196156868907,1.97375198265144,38,"CD74;KLRD1;CTSS;HSPA5;CTSB;CIITA;CALR;LGMN;PDIA3;KLRC2;CTSL;CANX;IFNG;B2M;TAPBP;HSPA1B;CREB1;PSME3"
"252","Chemokine signaling pathway",0.00231239620206287,0.0407387688261089,0.431707695803346,0.230777283763153,1.70936415856466,125,"CCL5;CXCL9;CXCL2;RAC2;CXCR2;FGR;CXCR6;CCR7;CCR9;CXCR3;CXCR4;CCR6;CCR2;XCL1;ADCY3;DOCK2;GNGT2;CCR5;GNG2;PIK3CD;TIAM1;NCF1;PREX1;ADCY7;GNG11;LYN;STAT1;ITK;GNAI2;PLCB2;VAV1;PLCB1;ADCY9;PIK3R5;PRKCB;ARRB1;PTK2;JAK3;ARRB2;NFKB1;GRK6;ELMO1;PXN;CRKL;ROCK2;PIK3CA;GRK2;GNB4;WAS"
"253","Intestinal immune network for IgA production",0.00264537459909798,0.0407387688261089,0.431707695803346,0.425852368407072,2.10213192485812,23,"CD28;CCR9;CXCR4;ITGB7;PIGR;IL2;ITGA4;ICOS;CD40LG;MAP3K14;IL15RA;TNFRSF17"
"254","Th17 cell differentiation",0.00260837696028983,0.0407387688261089,0.431707695803346,0.273597126340052,1.83690186803407,78,"CD3G;CD3D;FOS;IL6ST;CD3E;LCK;IFNGR1;IL2RB;GATA3;JAK1;LAT;IL2;IL2RG;NFATC1;TGFBR2;JUN;STAT1;IFNG;CD247;NFATC2;RUNX1;IL1RAP;JAK3;IL27RA;NFKB1;NFATC3;TGFBR1;IL1R1;MAPK12;IL1B;HIF1A;STAT5A;PPP3CA;PRKCQ"
"255","Extrinsic prothrombin activation pathway",0.00264537459909798,0.041141086213055,0.431707695803346,0.511869450264201,2.28500115475343,14,"FGA;TFPI;FGG;FGB;F2;SERPINC1;F7;F5;F2R;ZFHX3;PROS1;F10"
"256","Cholesterol metabolism",0.00297835369022815,0.0416969516631941,0.431707695803346,0.336367031662772,1.94718403180152,41,"MYLIP;APOB;SOAT1;LDLR;APOC2;LRP1;ABCB11;APOA4;APOA1;LIPA;LRPAP1;ABCA1;LCAT;APOE;LDLRAP1;STARD3;NPC1;NCEH1;SCARB1;APOA2;APOC3;CD36;LPL;ANGPTL4;STAR;NPC2;APOH;TSPO"
"257","Primary immunodeficiency",0.00290435828888476,0.0416969516631941,0.431707695803346,0.377449716216375,1.98258106683302,29,"CD3D;CD79A;PTPRC;CD3E;LCK;CIITA;IL7R;IL2RG;ADA;ICOS;CD40LG;CD19"
"258","negative regulation of leukocyte degranulation (GO:0043301)",0.000664018831457345,0.0420821934436092,0.477270815362862,0.760284903969548,2.53213053220193,6,"FCGR2B;CD300A;CCR2;CEACAM1;CD84"
"259","Amino acid and oligopeptide SLC transporters Homo sapiens R-HSA-425374",0.00151867512498459,0.0427252168431001,0.45505986738723,0.453586307018696,2.11751027350192,19,"SLC7A2;SLC38A3;SLC38A2;SLC3A2;SLC36A1;SLC43A2;SLC1A5;SLC38A4;SLC3A1;SLC38A1;SLC16A10;SLC17A5;SLC15A4;SLC7A5;SLC6A6;SLC7A1;SLC7A7"
