,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
VCAN,0,1.655626601,0,0,0,0,0,3.917021135,0,3.157852169,0,6.584734056,1.662524544,0,0,0,0,0,3.731031142,2.238236574,0,0,0,0.412618959,0,0,0,0,0,0,0,0.09396575,0,0,0,4.843647243,0,0,0,0,0,0.481608943,0,0,0,0,0,0,0,0,0,0,4.856756672,0,4.914717586,0,0,5.8623398,3.62745509,6.467036511,4.996872276,7.367603458,5.34825721,8.023476043,6.295315281,3.228387741,6.450355134,2.083689932,0,7.906828077,5.280455291,5.891086181,2.233305221,6.576419344,6.409935663,4.773463653,7.025301268,4.397823493,5.938680997,7.589348533,0,0.209016592,2.96473131,6.510647086,1.590098958,7.752099607,7.152779686,3.910329725,0.185866545,0,4.55158369,5.665040241,0.105275783,6.193416939,3.48377709,4.452160505,4.471167947,0,0,0,2.335826224,6.260036951,0,5.715179532,6.592099683,5.28872768,0.143915803,1.098150021,0.55345881,6.083238902,6.63815495,4.336961724,0,6.348889231,8.042805187,4.05156352,0,3.100893572,4.468896063,0,0,5.952179783,2.468557252,6.657328455,3.363689737,7.915712698,6.30382275,6.181046878,3.448597055,0.22527493,8.578825904
ZCCHC9,1.624522058,7.51171708,3.907246417,0,0,1.861081942,4.35982334,7.812448167,0,3.010224849,4.576866747,0,7.109927788,0,4.075583972,0,0,0,0,0,3.219292451,7.877855883,0,6.178021407,1.458644479,6.155453767,3.665108479,9.053017634,0,3.943189951,2.367622677,0,3.348175753,5.557443789,7.183858653,0,6.777897028,6.243002564,6.120683709,5.555448074,0,4.743778838,2.499424973,0.753518965,0,3.372938172,0,0,0,0,1.99432628,1.017779413,2.374010058,0,0,0,0,3.757268655,3.197912558,0,1.76608626,0,3.285387422,2.927858537,0,0,4.442359667,0,2.605470629,2.897937398,0.46727948,3.317058002,6.666506655,0,0,3.997879484,0.401412025,5.780664429,5.426982569,5.12727834,1.555325359,8.725167522,0,0,0,1.098756408,0,0,5.630230716,0,0,3.426264755,0,0,2.275722256,2.976620255,1.210638228,0,0.67238008,3.237533126,0,4.734042982,8.834951974,0.596171862,4.168168654,0,0.272023189,0,0,2.952352206,0,5.900499749,0,0,0,0,0,0,3.536475697,3.506627329,0,3.166072676,4.31331842,7.505437635,5.636186671,0,0,1.280778192,0,2.779406819,0
HEXB,0.755485829,0,4.527514539,0,0,5.816520351,0,5.485636132,2.2282338,8.573358241,0.214870834,2.773405627,6.640445959,0,5.43370394,7.979739567,5.969970101,3.831836715,3.078865972,5.880793258,0,6.606378561,6.281284668,8.16952069,4.717835419,2.789583201,5.506528953,0,7.693932242,1.514198023,3.971249237,3.182167875,7.947683688,3.550937593,0,0,6.637453751,0,5.100977648,0,8.407159399,0,8.173485264,6.334074803,3.865206197,3.986174259,0,7.340271173,3.037821465,0,0,7.601322871,8.172735017,0,6.804417595,0,0,0,2.163756333,4.603323681,0,0,3.318591614,0,1.154453593,0,4.613891103,3.240909604,0,6.539684601,0,1.389621875,3.072791818,1.872749975,0,5.259253653,0.685357124,0,4.304722758,0,0,0,1.131062617,0,0,6.170251575,0,6.988841444,0,0,2.307603387,0.228726355,0,0,0.250719083,5.744707386,3.054362288,0,1.259362888,0,7.967200316,7.718869152,0,0,3.718208169,0,7.878607033,0,0,0,4.437147824,0,0,4.675290911,0,0,0,0,7.940512697,0,0,0,6.818780275,0,5.482596628,8.205290356,5.46673478,7.899511608,6.586168751,3.793573398,0
NAIP5,0.951289378,2.939414661,0.201759307,0,4.254389959,1.346701648,5.85247333,5.535393587,4.934832558,0.930850857,0.608525406,0.149909668,5.455310779,0,6.651660222,1.617251458,0,0.661293556,3.138191918,1.612399683,0.471239495,3.132132615,1.160145725,1.496973581,0.876408894,7.377509886,0.720453592,1.20739313,0,2.627513457,0.558169655,2.568737466,1.85239842,0.287826867,4.941087526,2.218533207,0.113967146,0.535953401,4.410564982,0.4722798,0.45037988,0,0.381615625,1.861002514,4.494076339,5.422895654,0,0.10648233,0.282854909,0,0,5.768872419,3.880597374,0,3.763900181,0,2.542357116,1.304978236,1.998628788,0,1.314696526,0.608998436,0.90588998,4.191554755,0,0,0.209141398,0.485323774,0,2.945701333,0.668663778,0.120219212,5.383431278,1.023752136,0.531867996,2.214031525,4.799325663,0.272739878,6.422747676,1.716200761,2.230356745,0.313942357,2.858836409,1.000432744,1.90446483,6.785754544,4.850844419,4.283032775,0,1.605541743,2.313739245,0.443818797,0,1.087327052,0.509442493,4.209414373,0,0,0.470406711,0,2.442173853,2.320022479,0,0,0.776103988,0.135666197,8.76161705,0,1.395775743,0.620867884,0.544880997,1.002306467,1.068739591,0.498046578,1.319213275,0,0,6.949125177,1.888032075,0,0,5.305675096,7.363657326,1.936666204,4.574046997,0.694746501,0.360308085,4.654338151,1.536798929,3.584060534,1.511619841
TAF9,0,2.818605184,8.436237644,1.307661669,1.425351877,2.962697079,9.075041327,8.619382563,8.714612671,2.420913516,0,8.594654165,0,9.765812518,8.262519602,0.940805718,5.756182675,6.146795722,7.233615842,0,5.500288989,8.236684423,4.362568076,7.274635334,5.913719994,0,6.40040472,2.067328945,8.500403728,8.252163003,6.925643447,0,0,1.339251427,0,5.494297194,7.121696168,8.858476526,0,0,2.369968931,6.993848688,7.953518434,0,0,1.678702946,0,7.015759585,0,8.588212041,0,8.27452259,7.465861852,0,4.341978633,0,6.586778252,0,7.779192733,4.05143301,2.190109117,7.938359901,9.832090616,7.107923209,1.852558223,9.704307437,0,0,8.284433623,7.401579272,0.31684085,0.487383443,7.962419461,0,0.561301694,3.548078989,0,0,7.328777236,0,1.159435436,2.168417399,6.592706684,6.489878459,0,0,6.884423312,0,0,0,8.377758867,0,0,0,0,0,0,0.817213924,0,4.188242656,0,0,0,0,0,0,0,1.368265483,0,0,6.270371957,5.760950095,3.234179391,0,0,0,0,0,7.462833513,7.552571506,0,6.763070249,0,0,0,2.524590294,8.590387566,7.237187968,2.481557281,3.038401062,0
2810008M24RIK,3.844616642,2.50548448,3.907534856,1.539630325,6.999757652,7.776408686,0.397474417,7.145077226,7.997539122,5.200928022,0.219586745,5.662772324,0,0,0.258579224,2.492955535,0.187007567,8.635995933,6.160303072,0.515409693,3.536239444,4.715838472,5.927903563,0,6.296295875,6.820641062,5.47007151,0,0,7.683410834,5.342060441,0,3.22974172,3.052555009,3.082923949,3.440859204,0,0,8.547456384,6.047608184,0.99653337,0.217230716,0,5.395453591,0,4.102859658,0,3.556466203,0,0,0,0,3.795372147,5.277017669,5.774117599,0,4.533943283,0,4.931716146,7.034763754,0,5.813755543,0,0,5.488569636,0,0.243059706,2.269990634,4.370471204,0,0,2.752555934,0,3.869486505,5.741706966,0.458696969,0.208642109,0,4.733300103,0,0,10.09708718,0,1.505992524,6.656743758,0,0,8.015707186,9.46687709,0,6.76386832,2.577465084,0,1.459011864,1.23878686,5.375623344,3.788320293,0,0,0,0.331131922,3.120882733,0,0.5922537,5.97918394,2.754246162,0,0,3.071642554,4.431823506,5.881309774,1.528571319,0,0.274291484,0,0,0,0,4.837933153,0,0,7.828010779,6.640856596,0,3.540858018,0,0.794436662,5.976975322,8.433818256,0,0
THOC7,8.081848227,5.458470595,0,0,1.126576457,6.775133528,4.552561516,5.244053616,7.204930062,0,2.862768759,0,0.553753689,0,7.050512581,7.829559115,6.226849511,1.955424405,1.289598422,0,7.888579491,7.082796246,6.138161194,0,4.440719701,0,6.24857658,0,3.022421081,0,8.917535586,0,0,4.884461166,7.650411308,4.355178403,4.696194174,2.887642241,7.655761822,4.682483407,0,6.775107184,3.546882116,5.932994217,0,4.446282701,0,6.235560497,0,0,0,5.678178976,6.087424652,0,10.62307526,0,4.036995577,0,7.297274886,4.057415612,0,3.871607122,8.271145507,5.197326796,0,0,7.423361347,4.442445929,7.560229644,0,0,0,4.232461221,0,4.236186444,0.897859974,4.650913875,0,5.791988538,4.928806145,0,0,0,3.171479069,0,0,4.23147081,3.880185931,7.369887819,0,7.600226631,0,0,0,4.427324578,6.129656008,5.679865705,0,0,5.518758576,0,6.093285504,0,0,2.873321063,7.566981785,0,0,0,1.709378871,0,0,3.830539291,0.55885537,0.435948565,0,0,0,4.39116968,0,0,0,0,0,0,0,7.891759405,2.648350391,0,7.264421018,0
UBE2E1,0,4.013346125,3.747204768,0,0,0,0,1.371168515,0.193708673,0,0.980098439,0,0.361880627,0,4.334503919,3.075566858,0,3.173831016,2.424734015,0,0,5.249976204,6.42615571,0,0,0,7.724573879,0,0,1.032594591,0,0.473215434,4.139534981,4.250294628,0,0,5.879355341,0,5.533613181,0,5.009732341,0.91823356,7.81579507,4.577519466,0,0,0,2.337882322,9.806433783,0,0,4.696266519,1.870147682,7.801370802,3.852048791,0,0.734828824,4.322130058,0,7.354084493,4.126956342,6.015022474,0,6.425333413,8.714345472,0,3.016710248,6.387536594,4.749319725,5.515614693,4.756393531,0,5.649963158,6.453988304,1.964916098,6.314497144,7.234810726,0,5.424515685,6.435240201,0,2.481763919,2.061154063,5.2467235,0,6.619454096,2.91899677,6.183037836,0,0,1.074710934,6.061603409,6.098158445,0,3.706961473,4.028684068,6.969621363,0.738119289,0,0,6.092025567,0.206018004,0,8.787033417,2.716947009,0.173511248,0,8.211713117,0,6.621990302,0,8.464382379,6.934344293,6.074588923,6.395047371,0,0,3.881155573,5.607854028,1.51772922,0,0,0,0,6.64240844,4.679288666,0,0,0,2.615816467,0
MRPS16,6.311837303,0,0.69777382,0,8.997264177,1.144699025,0,6.773044233,7.973175003,6.833953926,7.261810038,0,0,0,8.502220791,6.281770568,8.129450463,7.254297356,7.990895881,6.13845203,1.393141584,7.27543547,1.40958102,0,8.158249159,6.294085842,7.173855994,0,0,5.699773705,7.429161494,5.866616245,7.653692778,7.610091725,8.458420148,7.983274103,8.052840806,0,0,1.70372089,7.949194646,8.871777745,0,0,0,6.636253387,0,6.951459576,0,10.63251652,0,0,1.855032897,5.740328561,0,0,9.678934235,0,3.459247991,6.9853843,0,7.735630484,0,0,0,0,6.040138456,6.583947749,0,7.100414248,0,0,4.607436847,0,5.79515652,1.316956668,5.832269775,0,3.557459106,4.67654951,0,0,7.204744257,1.278163214,0,0,0,6.718227352,4.702818203,0,0,0,3.040419051,0,4.984192851,7.403814765,7.73295429,8.895072334,4.992754837,4.063813537,2.337967929,5.003224424,0,0,0,5.979767,7.507675732,0,0,7.587827761,0,0,0.97717,7.735678542,0,0,0,0,5.607507865,0,0,0,0,0,6.086573613,0,7.663568066,5.20161818,0,6.575758565,6.808128875
AP3M1,0,0,3.604581397,0,7.503971987,1.922616512,0,5.361284105,3.920102707,0,6.357442919,3.148706378,2.545424786,0,7.064453927,0,1.545869551,0,6.120154917,7.610551693,0.716156852,2.510075782,0,5.183712786,5.865428928,0,4.485291568,0.361543798,0,5.584887358,2.406645508,0,8.590580688,0,7.08626788,0,5.518843536,0.589379995,7.063219251,0,3.530445355,5.056388439,4.524145189,0,0,2.03220666,0,5.525539601,0,0,0,0,6.068320412,4.802798091,4.91600363,0,2.719402512,1.094303642,6.803336836,3.998565609,4.196536229,4.092004418,0,3.853756176,0,0,0.737340646,2.119156942,0,0,1.525718114,0,3.074762304,0,2.758388465,1.238481171,0,0,2.4957719,8.462715747,0,0,6.869253293,0.200880954,0,2.812641974,6.478412086,6.688356627,7.215858146,3.810556212,1.066881379,0.280600049,7.352076982,0,0,2.81272411,0,0,0,0,0,0,0,3.262117402,4.462124321,0.264236151,0.501413667,0.872789368,3.48293861,1.54007688,0,0,5.947553953,5.850876915,0.068602027,3.820332161,0,0.868923771,7.073833084,0.824645672,0.443818797,6.701363302,5.359967375,0,4.113425468,1.063917054,0,2.388299768,2.550285049,3.913358585,6.801167712
FAM174A,0.168256923,5.236106062,7.080571329,0,0,6.910515618,4.388217096,5.283455117,6.182414218,0,7.182135092,0.5360529,3.513301237,0,6.52425491,5.988636975,1.066881379,0,5.699210129,4.964953053,4.427887712,5.549068436,0.836893627,0,0,5.290335928,3.606868577,0,5.294587668,3.307020433,6.117287773,6.985193005,6.741919948,0,4.562657616,0,6.753001415,0,1.822607794,7.355248012,1.604545816,4.281260554,3.82009725,6.73331773,0,0.233274539,0,0.217851097,0,0,0,5.168954864,3.12646082,0,0,0,0.150689643,7.731390994,5.452658027,3.518484782,6.689398412,6.173511248,0,0,1.505687719,0,6.753342457,0,0.219958398,0,0,5.915769455,3.533638097,7.326082479,6.571270274,3.918004519,7.122450127,0.742696124,6.457280728,0,7.50732767,0,1.05004888,2.081135072,4.017565643,6.472950724,1.933421563,0,0,0,3.018082199,0,0,0,2.869219974,2.043694461,3.240741731,0,0,1.766595162,8.384508349,0,0,0,5.478111107,2.061810753,0,2.32489699,0,0,7.288064123,4.458874106,5.375300136,0,4.749679066,0,11.14083482,8.195261955,2.97502481,5.567362909,0,0,0,0.445408894,0,0,0,0,4.606430383,4.959839692,6.698615776
D1ERTD622E,5.937753977,5.155635911,5.189338308,0,7.072413477,0,6.06276717,0.166329818,0.592158002,6.320950338,6.110657649,6.985167953,3.001604106,0,0,0,0,0.39330636,0.196984664,0,7.335116083,0.164400135,0.389676937,2.81393507,3.7554431,6.898954423,0.402613043,0,0,0,0,5.340968103,0.330673123,0,3.583952261,0,1.764558475,0,3.375595544,1.687687811,0,0,6.436748182,0,3.414284396,3.506081414,0,3.988102948,0,0,0,4.895258991,4.945855809,0.80082744,0.511063157,0,8.288416704,0,4.870285801,5.419538892,3.840292014,7.788202818,0.482125464,3.712474725,5.940046913,4.995045764,5.48685915,0.353549136,4.09350102,0,0,0,8.567669409,1.366532046,7.7647502,3.995122669,2.39988201,7.120678526,5.501448699,0,0,0.601411277,2.129151107,5.141923198,6.634763141,0,0,0,4.590033068,0,1.23676812,7.007925412,1.178555307,5.777969334,5.102733707,5.517389088,7.707660065,8.413660506,0,0,4.871661329,0,17.12120617,0,6.803099141,1.548485947,7.188797508,0,0,0.227741076,1.664255268,0,6.033557353,5.160250625,1.929147132,0,6.933689475,1.924099886,0,7.730866123,0,0,0,8.200565656,0,0.14182513,5.815119391,0,5.964243818,5.265939411,0
ANXA11,0,2.028003278,3.786042177,0,1.027507957,2.567837462,0,2.685357124,2.747537784,4.43856566,3.164158743,3.53924568,0.21400043,0,2.29818907,3.763294709,4.134984807,5.901291707,2.087462841,0,2.84122844,1.049979203,0,4.85692595,1.475707495,0,0,0,2.780793017,0.829768393,1.270588742,4.421465692,3.702225335,5.729139425,4.47049782,0.919301941,1.136191386,0.183835831,0,2.372004844,5.627773159,2.883718557,3.823932742,3.097711917,0,3.811604607,0,1.774291583,3.293164454,0,0,3.835519901,1.146720383,1.79614087,0,0,0,0,3.200049163,0,3.861042228,0,0.296310561,1.765577178,0,0,0,0,0,2.326767425,0,4.643059602,4.326501395,0,0.549225575,0.894914748,3.819657966,2.248504476,0,0.639695233,0,4.529371205,0,0,0,0,0,0,0,1.784252693,0,3.269003215,3.612883237,0,2.369298962,3.880577784,2.352927978,0,0,1.857980995,2.188305966,0,0,2.8788038,1.104269556,0,4.130733227,1.899446352,1.538885759,0,0,2.76521647,0.666302128,2.657022555,0,0,0,0,3.831654336,0,0,1.869752986,1.545968369,0,0,0.756083908,3.964195291,1.874639608,5.133842963,2.630172459,2.222959083
TKT,0.969601794,0,4.071779828,0,0,4.20776013,5.101998775,4.982633141,0,5.292847994,4.738330099,0.133432007,1.893905789,0,3.651338766,2.58983538,7.780924872,1.193204014,5.760638788,2.560299203,0.2174789,6.870965101,0.818523382,1.486250989,6.290111029,5.115216399,1.368935932,0,0,5.260492423,2.71338789,0,6.787397201,5.548464369,2.836408932,4.16104116,5.365332098,4.613726121,0,3.310267402,6.705896368,1.198682729,2.620304882,0,0,1.013783815,0,0,0.253384236,0,0,0.96413983,2.78335188,5.42809548,5.861235822,0,0,0,3.006962211,7.229812846,6.065835081,3.335040135,4.580254044,0,0.562572145,0,4.854150285,6.639602631,0.277984747,4.527589602,0.232292362,0,0,0.332736572,0,3.331461594,0.12154595,0.28368476,4.966859557,0,1.230203013,0,1.621149304,4.142037602,0.795101958,4.738854288,2.69683959,0,0,0,0,7.121236141,0,4.604510235,0,0.765365008,0,4.426814887,3.200457271,0,0,6.749217805,0,7.778432666,0,5.035236793,0.366028399,2.062156259,0,4.315087958,2.188717409,3.715992182,4.724044475,0.161823203,4.28975333,4.26360536,0,2.7524703,3.033652052,0,0,1.070458026,8.093444503,0.767400556,4.150259084,6.176879236,0,1.720278465,0,6.278979046,0.254835883
SH3BP5,0,0,5.869410006,0,3.041803688,2.623983883,0,0,2.972913177,1.662433396,3.430472624,5.059679744,0,8.713842881,1.114966635,3.670579775,0,0,0.958137391,0,0,0,4.936430647,0.667574266,0,6.142100929,0,0,0,1.323831197,5.756057214,0,0,0,4.237074171,0,0,0,0,0,0,0,6.472633983,0,0,0,0,0,0,0,0,0,4.798755614,4.949049284,0,0,0,5.537202867,4.538904378,7.167818532,7.419124226,7.926202876,7.166544737,0.354452161,5.048567521,0,3.43027189,6.567525674,7.901682696,5.611942517,2.511189695,5.814763172,6.272445034,0,5.271690853,2.581399457,5.807522368,5.001108646,7.974923315,7.35743764,0,0,5.766611062,1.399444565,7.116461452,0,4.704816645,6.79982945,4.91727898,0,4.523499229,4.372457653,0,0.722466024,5.402282181,5.313637678,3.161565256,0,5.737478561,5.5133423,6.253380454,3.823963303,0,0,0,9.187314211,0.170950553,9.159811055,0,4.881772279,7.997038875,7.732744727,5.108290261,3.590086979,7.767744831,5.194934103,0,0,5.057250967,7.858746291,0,6.291257281,0,0,5.236683945,7.032767583,8.29575608,0.894992331,2.926132292,3.250052025,5.877027632
EAF1,5.458503405,0,0,0,0.158337027,0,1.890329949,6.578295695,0.062950609,0,5.505268506,3.036239563,2.240283796,0,0,2.325040955,0,8.557007175,0.855272157,2.388409989,0,0.290542363,0,3.722006912,3.706353727,4.967841831,0,0,0,2.267685603,5.009566642,4.80886381,0.708407983,6.439948871,6.657054006,6.811265504,0,0,0,4.961345504,0.646715661,5.747167165,4.306575772,0,0,0.510860674,0,0,0,0,0,3.781433158,4.064874231,0,0,0,0,2.057554246,5.107687869,1.264656525,1.340562269,1.723077947,0,0.074642438,8.599532039,0,2.574997615,1.865087393,7.090307237,2.570851483,0,0.076148597,3.638340335,0,5.012792122,4.616310642,3.055438629,1.098756408,4.968348847,0.389236386,1.425405592,0,4.338624082,2.293782456,0.795434491,0,2.977060068,1.609660418,3.199248307,4.326192164,1.100439479,1.969675463,0,7.563534165,6.569349817,2.90588998,4.301016894,0,3.235619849,8.29636976,0,6.773389802,0,0,0.965987402,3.025064241,0,3.338937789,0,0,1.001658146,3.901735785,4.920436229,4.241367341,6.428442251,0,0,0,2.990138009,5.509407654,0,2.816763523,5.467217519,0.233765377,3.842455949,5.93309103,2.112299792,1.684010782,0,0.60312187,1.79231398
AK033525,5.103598348,1.292310588,0.970264679,0,0.997906574,0.472695713,2.080828185,0.735868729,1.696884091,1.371447346,2.532466583,2.422233001,7.928821539,0,0.99870099,3.295928689,1.642516747,2.456201615,1.68800127,3.490146501,1.475448106,0.172231469,1.456175325,5.94198894,1.086444109,1.060324133,1.59545592,0,1.582315132,0.255682003,0.204891925,0.797012978,2.158337027,0.773067977,0.214995135,2.446573853,2.280629741,2.075566858,2.199876467,7.91653994,2.401575859,0.161436266,1.445038028,1.715498057,7.87148638,1.956205376,0,0.730400845,2.478039898,0,0,3.017583458,1.113100363,0,1.280778192,0,0,1.595121692,1.857144985,2.929772065,1.865206197,1.80727248,2.044324169,2.467227302,1.647682908,9.386016366,0.485941983,1.897434063,0.184216808,1.637610246,0.742351209,0,1.843019046,2.486044993,1.770998143,1.010135315,1.00604663,1.58491441,1.617674625,2.522959662,5.777514402,0.861637817,1.467018572,2.175811994,0.400100683,0.83293051,0,0,0.763326583,0,1.976326972,1.568226722,0,2.881312222,0.955312803,2.213440607,0.830093032,0,0.695459383,2.561619412,7.075171056,0.094506339,0,0,0.269751322,2.240070043,1.096464275,0,5.357492184,0.932817103,2.791709902,0,0.94673086,1.254352163,2.237961353,5.569642985,0,1.303225478,1.358846331,0.98848474,0,0.21200896,2.054362288,1.866987082,1.247988257,1.390337512,1.134155212,1.423416817,1.656999681,0.225028083,0.319502329
LRP10,1.646254839,0,0,0,0,6.801087503,3.648212316,3.317868415,4.544083483,0,6.394491848,0,2.892643597,0,2.865839652,0,6.049456519,2.698018399,7.358377799,5.913949716,0.60473557,1.483364361,0,3.753668712,4.078661066,3.802730896,3.772793578,0,0,4.988412026,1.729965997,0,6.377772746,4.08719125,0,5.141109849,0,0,0,5.434528153,2.893401045,2.593019056,3.65550067,4.236530886,0,6.744471941,8.021650171,5.212900016,6.42271068,0,0,5.01217085,3.575590676,0.148218272,6.475102722,0,5.602513297,0,3.746420266,6.432249574,0,5.774267859,0,0,3.414555017,3.860664895,2.844847595,0,1.938850337,1.266516713,0,0,0,5.207806974,0,3.987129828,0.248048998,4.715569441,6.109521454,4.821450017,0.564231818,6.737888173,0,7.08144509,2.863284333,4.402653969,3.288757205,3.281653745,3.28036249,0,7.204853787,7.457965227,0,4.122432526,6.083392098,0.128821281,0,0,0.228356954,3.07756774,2.851399255,0,0,0.107286135,0.12498977,0,0,3.480601195,0,1.697106574,5.056388439,2.747279972,0,4.901484801,0,0,0,2.224102032,0,2.751056607,0,0,2.085356667,1.699196245,0,0,3.762433865,3.801831205,0,0,7.103630867
PABPN1,0.666393032,4.076037401,3.914784546,2.313187794,3.488823464,5.127748823,4.033264406,0,6.030995912,0.368824212,5.81534999,6.165246699,0.519340608,0,3.333280602,5.433577096,5.841900177,3.011012513,1.347722343,1.69425619,6.430350514,5.135403531,5.325699416,5.010900655,0.620398731,4.532958984,6.224979866,4.662308057,0.272381578,3.563841479,5.286677885,0,2.287354085,1.126179949,3.057536918,4.786094468,4.695180955,0,5.554849741,6.007565548,0,7.580636954,4.80956879,0,3.950001749,1.890057511,0,3.783278533,0.764006378,0,0,0.366811773,0,2.453675602,4.244613104,0,7.950096261,5.532740852,0.614097305,6.412700244,1.012211084,1.127897364,0.693587315,2.138486844,0,0,2.94437122,0,0,0,2.988757388,0,0,2.51752767,0,5.962238981,2.904580435,2.722968694,0.867501151,5.35996035,4.209336386,0,0,4.362034981,0,6.471543537,5.171154775,6.248540529,0,0,6.020404412,0,0,0,0,4.369640965,2.940317121,0,0,0.776188231,0,0,0,0,1.616075342,0.752149128,4.718098547,1.862669589,0,3.130222524,2.091970578,0,0.614285806,4.135854959,0.178746506,0,3.444070679,0,1.838911439,0,0,0,3.137995268,0.514400039,1.851998837,0.210264166,0.252778952,6.140627345,0,4.040690825,5.358100828
9030625A04RIK,0,0.172359498,0,0,0,0,0,4.744327965,0,8.613509553,2.295047062,2.041137826,0,0,0,0,5.573244237,0,2.862272841,2.687822159,1.93858691,5.569630834,0,1.768925336,6.285198748,4.406067215,0,0,0,0,0,0,6.043913141,5.557845051,0,0.197865391,0,0.182056609,2.668187218,0,4.100103022,0,1.283329168,0,0,5.232357606,0,0,0,0,0,0,4.882241973,0,0,0,5.693269491,6.332693614,0,0,3.847155089,7.826620302,1.505992524,0,4.878931286,6.62925315,6.291178068,3.861101798,1.833537816,3.684347485,5.463109079,1.774881919,4.218788916,7.316091423,5.908017862,7.736949138,4.899340003,1.856547538,6.619738725,8.606438156,0,7.080197155,0,1.420239844,0,5.223221733,4.979339446,0,3.845188935,0,7.681977669,8.382651259,3.015604611,4.02657877,1.980098439,0,0,0.80727248,5.477217509,0,5.541341369,7.591020355,0,0,8.295397482,5.602560805,0.716859236,0.471031344,10.94278638,2.922711646,4.564170835,6.861085665,0.976876829,1.184788084,3.108273531,0,3.044149278,0,6.524616933,0.308477377,0,6.573503289,8.569107871,0.955907913,0,7.714446794,0,5.359566851,0,6.46460456,5.621506861
EPSTI1,0.262192588,7.939987577,0,0.964213778,0,0,0,0.436588294,0,0.186880831,6.436823123,4.661156715,0.271784214,0,0.834306703,0,2.400155346,0,0,8.742648973,0,0.902420942,4.722466024,0.837458899,0.32998465,0.273575566,0,0.971663103,0,0,0,0,0,1.776272468,8.060665132,6.160978659,0,0,0,0,0,6.145638738,4.634419019,0,0,0,0,0.2450088,0.556012427,0,0,7.768422548,1.234133396,0,2.851519191,0,0,4.642949893,5.981192789,2.200441577,0,4.815078392,7.127822064,1.905466434,0.502737941,0,0,6.811968027,0.642285683,7.352810599,0,3.498301935,5.204418553,2.059424503,7.412910211,4.091716757,5.121960305,5.526068812,5.294367106,0,1.747559267,0,3.96087308,5.073031847,6.964131741,4.644087003,6.858040692,0,9.469611498,7.342330729,5.025950124,1.460794977,7.716663097,4.202143419,0,7.46866884,7.328662363,1.303167016,4.733939978,8.465291307,0,5.929014536,7.314451827,0,3.745355669,0,2.122540203,1.330443668,0,6.221357045,0,2.980427517,4.21126145,5.888560618,0,4.074548251,0,0,4.157100317,4.428839177,0,1.157690514,2.070664101,0,5.264551443,2.415650514,5.307213562,4.488367184,0,8.351159656,6.251514602
ELF1,0.175556536,0.111699072,5.485584613,0,7.275030335,3.166008383,4.076011739,0.747086583,0.273575566,0.264236151,5.809766843,3.053997539,8.994046478,0,3.400729183,0.357270476,5.443215427,0.285698126,0,0.277508728,3.435681927,0.137765808,2.64099104,0,2.365384595,5.236262993,0.104202449,0.418459838,0.567156004,7.549702281,5.425086632,6.850359388,7.000055227,3.679952944,3.97738068,0,0,2.035764654,2.325818122,2.579107722,0,3.174885746,2.691556497,0,0,0.131326075,0,1.230018514,0,0,0,1.064193062,4.999526538,0.309176187,4.663390165,0,8.612533119,0,5.685805625,3.119140338,5.120069877,5.861399611,7.989370656,3.815616414,6.620776998,0,2.746549254,1.730835562,5.936294007,0.35614381,0.194087052,1.814673463,5.498068923,1.122407676,0.368041931,5.812749777,0.103933991,2.82767678,0.75411786,6.336461928,1.237257771,0.239642442,6.062413175,7.035780047,3.962493498,0,2.040015679,4.129109883,0.525066592,0,2.383192779,2.388685507,0,3.148088083,3.514425289,5.524819062,4.43794012,0,0.348005741,0.430392334,2.731400499,0.964879142,0,0,2.09017595,0,0.113833829,4.186405474,1.049630768,0.162210036,0.813032078,0,0,0,0.299127408,0,2.491186096,3.138863606,4.411527936,6.268286538,0,5.936645005,0.229341813,0.614380048,3.957115975,0.099766486,1.2465297,1.417920008,0,6.514792942,0
